Prompt	Category	Challenge	Note
Peaceful lake scene featuring six elegant white swans gracefully swimming and standing, accompanied by two vibrant pink flamingos and several smaller birds, all set against a backdrop of lush green trees, distant mountains, and a partly cloudy sky, evoking the serene ambiance of Gilles Demarteau's salon.	composition	Basic	source:composition.jsonl
Lush tropical landscaping surrounds a vibrant turquoise swimming pool with cascading steps, complemented by a spacious patio featuring comfortable outdoor furniture beneath the shade of palm trees, adjacent to a two-story beige stucco home with red tiled roofs and expansive glass windows in Florida.	composition	Basic	source:composition.jsonl
Aerial view of a suburban neighborhood showcasing a prominent two-story house with a gray roof, surrounded by lush green lawns, tall evergreen trees, and a neatly maintained landscape, including a circular driveway and a fenced backyard.	composition	Basic	source:composition.jsonl
Black swallowtail butterfly perched gracefully on a vibrant yellow flower, its wings displaying intricate patterns of black, white, and blue against a blurred backdrop of green foliage and additional blooms.	composition	Basic	source:composition.jsonl
Five vibrant Easter eggs with polka dots--pink, yellow, pink, teal, and pink--rest nestled among lush green grass against a soft gradient turquoise background, evoking the festive spirit of Easter.	composition	Basic	source:composition.jsonl
Winter landscape featuring a snow-covered brick farmhouse with two chimneys, surrounded by leafless trees and a wooden fence, set against a serene sky with scattered clouds and a tranquil frozen waterway in the foreground.	composition	Basic	source:composition.jsonl
Stone-built cottage with a slate roof and large windows overlooks a neatly manicured lawn, featuring a patio area with a square table, six chairs, and a beige umbrella providing shade.	composition	Basic	source:composition.jsonl
Blush-colored nursery decor featuring a delicate floral mobile with nine spherical felt pom-poms and six fluffy flower-shaped ornaments suspended from a wooden ring, creating a soft and whimsical ambiance.	composition	Basic	source:composition.jsonl
Cowboys and cowgirls ride side by side through a vast desert landscape, with two horses--one brown and one white--trotting beneath them as they navigate the open terrain under a clear sky.	composition	Basic	source:composition.jsonl
Interior view of a sleek 2014 Ferrari 458 Spider showcasing a black dashboard with red stitching, a central steering wheel featuring the iconic Ferrari prancing horse logo, and sporty seats with matching red accents, all set against a luxurious and high-performance design typical of luxury sports cars in Greenwich, CT.	composition	Basic	source:composition.jsonl
A serene campsite nestled in a vibrant mountain landscape, featuring a classic two-tone tent with a dark blue and cream canvas design, surrounded by lush green grass dotted with wildflowers, tall evergreen trees, and majestic snow-capped peaks rising majestically in the background under a clear blue sky.	composition	Basic	source:composition.jsonl
Cozy porch featuring a white teepee tent supported by wooden poles, positioned beside a wicker chair adorned with vibrant red and floral-patterned cushions, set against a backdrop of lush greenery and a yellow house facade.	composition	Basic	source:composition.jsonl
Two joyful children, accompanied by a playful puppy, explore a vibrant forest trail filled with blooming yellow flowers and towering trees, embodying the spirit of adventure and friendship.	composition	Basic	source:composition.jsonl
Elegant reception hall setup featuring round tables draped in white linens, adorned with vibrant floral centerpieces, complemented by wooden chairs and illuminated by warm string lights and two ornate chandeliers hanging from a high ceiling.	composition	Basic	source:composition.jsonl
Vibrant table setting showcases a colorful Easter-themed decor with stacked plates in teal, pink, and gold, complemented by floral placemats, metallic candlesticks, and a centerpiece of pastel eggs in a turquoise bowl, all arranged symmetrically for a festive and inviting atmosphere.	composition	Basic	source:composition.jsonl
Two vibrant palm trees stand majestically on a sandy beach, flanked by lush green shrubs and bordered by neatly arranged brown stones, leading toward the turquoise ocean under a clear blue sky dotted with fluffy white clouds.	composition	Basic	source:composition.jsonl
Vibrant glass bottles display three distinctively colored juices--two golden-yellow and one deep crimson--arranged in a row, surrounded by fresh strawberries, blueberries, and lemon slices, emphasizing a natural and healthy beverage selection.	composition	Basic	source:composition.jsonl
Cozy living room warmly illuminated by a roaring fireplace, featuring a central mantel adorned with six glowing jack-o'-lanterns, framed by bats and a dramatic dragon silhouette against a full moon backdrop, complemented by plush seating, seasonal decor, and ambient lighting.	composition	Basic	source:composition.jsonl
Gourmet crepe elegantly presented on a white plate, dusted with powdered sugar and garnished with fresh blueberries, a vibrant raspberry, and a sprig of green leaf, set against a cozy backdrop featuring two potted plants--one with succulent cacti and another with lush green foliage--on a warm wooden surface.	composition	Basic	source:composition.jsonl
Golden-brown French toast stacked neatly on a white plate, generously topped with sliced bananas, caramelized peanuts, and a drizzle of rich peanut butter sauce, dusted with powdered sugar, served at Cafe 222.	composition	Basic	source:composition.jsonl
Cozy white wooden bunk beds with soft bedding and colorful pillows sit against a light blue wall, complemented by framed artwork above and natural sunlight streaming through a nearby window in a serene girls' bedroom.	composition	Basic	source:composition.jsonl
Vintage red and cream-colored 1955 bus labeled "VRG KNE" with license plate L51193 drives along a modern road, showcasing its classic design and chrome accents against a backdrop of contemporary streetlights and trees.	composition	Basic	source:composition.jsonl
Lush green grass stretches across Central Park's Sheep Meadow, dotted with people enjoying the sunny day, framed by dense trees and towering skyscrapers in the background.	composition	Basic	source:composition.jsonl
Elegant white rose boutonniere accented with green foliage and small berries pinned to a brown suit jacket featuring a sage green tie and pocket square, perfect for a rustic fall wedding.	composition	Basic	source:composition.jsonl
